"unique_id","pokemon_id","hp","attack","defense","special_attack","special_defense","speed","total_stats"
1048,46,35,70,55,45,55,25,285
1049,47,60,95,80,60,80,30,405
1050,48,60,55,50,40,55,45,305
1051,49,70,65,60,90,75,90,450
1052,62,90,95,95,70,90,70,510
1053,69,50,75,35,70,30,40,300
1054,70,65,90,50,85,45,55,390
1055,71,80,105,65,100,70,70,490
1056,72,40,40,35,50,100,70,335
1057,73,80,70,65,80,120,100,515
1058,74,40,80,100,30,30,20,300
1059,75,55,95,115,45,45,35,390
1060,76,80,120,130,55,65,45,495
1061,79,90,65,65,40,40,15,315
1062,80,95,75,110,100,80,30,490
1063,81,25,35,70,95,55,45,325
1064,82,50,60,95,120,70,70,465
1065,83,52,90,55,58,62,60,377
1066,84,35,85,45,35,35,75,310
1067,85,60,110,70,60,60,110,470
1068,87,90,70,80,70,95,70,475
1069,91,50,95,180,85,45,70,525
1070,92,30,35,30,100,35,80,310
1071,93,45,50,45,115,55,95,405
1072,94,60,65,60,130,75,110,500
1073,95,35,45,160,30,45,70,385
1074,102,60,40,80,60,45,40,325
1075,103,95,95,85,125,75,55,530
1076,111,80,85,95,30,30,25,345
1077,112,105,130,120,45,45,40,485
1078,121,60,75,85,100,85,115,520
1079,122,40,45,65,100,120,90,460
1080,123,70,110,80,55,80,105,500
1081,124,65,50,35,115,95,95,455
1082,130,95,125,79,60,100,81,540
1083,131,130,85,80,85,95,60,535
1084,138,35,40,100,90,55,35,355
1085,139,70,60,125,115,70,55,495
1086,140,30,80,90,55,45,55,355
1087,141,60,115,105,65,70,80,495
1088,142,80,105,65,60,75,130,515
1089,144,90,85,100,95,125,85,580
1090,145,90,90,85,125,90,100,580
1091,146,90,100,90,125,85,90,580
1092,149,91,134,95,100,100,80,600
1093,163,60,30,30,36,56,50,262
1094,164,100,50,50,86,96,70,452
1095,165,40,20,30,40,80,55,265
1096,166,55,35,50,55,110,85,390
1097,167,40,60,40,40,40,30,250
1098,168,70,90,70,60,70,40,400
1099,169,85,90,80,70,80,130,535
1100,170,75,38,38,56,56,67,330
1101,171,125,58,58,76,76,67,460
1102,174,90,30,15,40,20,15,210
1103,176,55,40,85,80,105,40,405
1104,177,40,50,45,70,45,70,320
1105,178,65,75,70,95,70,95,470
1106,183,70,20,50,20,50,40,250
1107,184,100,50,80,60,80,50,420
1108,187,35,35,40,35,55,50,250
1109,188,55,45,50,45,65,80,340
1110,189,75,55,70,55,95,110,460
1111,193,65,65,45,75,45,95,390
1112,194,55,45,45,25,25,15,210
1113,195,95,85,85,65,65,35,430
1114,198,60,85,42,85,42,91,405
1115,199,95,75,80,100,110,30,490
1116,203,70,80,65,90,65,85,455
1117,205,75,90,140,60,60,40,465
1118,207,65,75,105,35,65,85,430
1119,208,75,85,200,55,65,30,510
1120,211,65,95,85,55,55,85,440
1121,212,70,130,100,55,80,65,500
1122,213,20,10,230,10,230,5,505
1123,214,80,125,75,40,95,85,500
1124,215,55,95,55,35,75,115,430
1125,219,60,50,120,90,80,30,430
1126,220,50,50,40,30,30,50,250
1127,221,100,100,80,60,60,50,450
1128,222,65,55,95,65,95,35,410
1129,225,45,55,45,65,45,75,330
1130,226,85,40,70,80,140,70,485
1131,227,65,80,140,40,70,70,465
1132,228,45,60,30,80,50,65,330
1133,229,75,90,50,110,80,95,500
1134,230,75,95,95,95,95,85,540
1135,238,45,30,15,85,65,65,305
1136,246,50,64,50,45,50,41,300
1137,247,70,84,70,65,70,51,410
1138,248,100,134,110,95,100,61,600
1139,249,106,90,130,90,154,110,680
1140,250,106,130,90,110,154,90,680
1141,251,100,100,100,100,100,100,600
1142,256,60,85,60,85,60,55,405
1143,257,80,120,70,110,70,80,530
1144,259,70,85,70,60,70,50,405
1145,260,100,110,90,85,90,60,535
1146,267,60,70,50,100,50,65,395
1147,269,60,50,70,50,90,65,385
1148,270,40,30,30,40,50,30,220
1149,271,60,50,50,60,70,50,340
1150,272,80,70,70,90,100,70,480
1151,274,70,70,40,60,40,60,340
1152,275,90,100,60,90,60,80,480
1153,276,40,55,30,30,30,85,270
1154,277,60,85,60,75,50,125,455
1155,278,40,30,30,55,30,85,270
1156,279,60,50,100,95,70,65,440
1157,280,28,25,25,45,35,40,198
1158,281,38,35,35,65,55,50,278
1159,282,68,65,65,125,115,80,518
1160,283,40,30,32,50,52,65,269
1161,284,70,60,62,100,82,80,454
1162,286,60,130,80,60,60,70,460
1163,290,31,45,90,30,30,40,266
1164,291,61,90,45,50,50,160,456
1165,292,1,90,45,30,30,40,236
1166,298,50,20,40,20,40,20,190
1167,302,50,75,75,65,65,50,380
1168,303,50,85,85,55,55,50,380
1169,304,50,70,100,40,40,30,330
1170,305,60,90,140,50,50,40,430
1171,306,70,110,180,60,60,50,530
1172,307,30,40,55,40,55,60,280
1173,308,60,60,75,60,75,80,410
1174,315,50,60,45,100,80,65,400
1175,318,45,90,20,65,20,65,305
1176,319,70,120,40,95,40,95,460
1177,322,60,60,40,65,45,35,305
1178,323,70,100,70,105,75,40,460
1179,329,50,70,50,50,50,70,340
1180,330,80,100,80,80,80,100,520
1181,332,70,115,60,115,60,55,475
1182,333,45,40,60,40,75,50,310
1183,334,75,70,90,70,105,80,490
1184,337,90,55,65,95,85,70,460
1185,338,90,95,85,55,65,70,460
1186,339,50,48,43,46,41,60,288
1187,340,110,78,73,76,71,60,468
1188,342,63,120,85,90,55,55,468
1189,343,40,40,55,40,70,55,300
1190,344,60,70,105,70,120,75,500
1191,345,66,41,77,61,87,23,355
1192,346,86,81,97,81,107,43,495
1193,347,45,95,50,40,50,75,355
1194,348,75,125,100,70,80,45,495
1195,357,99,68,83,72,87,51,460
1196,363,70,40,50,55,50,25,290
1197,364,90,60,70,75,70,45,410
1198,365,110,80,90,95,90,65,530
1199,369,100,90,130,45,65,55,485
1200,373,95,135,80,110,80,100,600
1201,374,40,55,80,35,60,30,300
1202,375,60,75,100,55,80,50,420
1203,376,80,135,130,95,90,70,600
1204,380,80,80,90,110,130,110,600
1205,381,80,90,80,130,110,110,600
1206,384,105,150,90,150,90,95,680
1207,385,100,100,100,100,100,100,600
1208,389,95,109,105,75,85,56,525
1209,391,64,78,52,78,52,81,405
1210,392,76,104,71,104,71,108,534
1211,395,84,86,88,111,101,60,530
1212,396,40,55,30,30,30,60,245
1213,397,55,75,50,40,40,80,340
1214,398,85,120,70,50,60,100,485
1215,400,79,85,60,55,60,71,410
1216,406,40,30,35,50,70,55,280
1217,407,60,70,65,125,105,90,515
1218,410,30,42,118,42,88,30,350
1219,411,60,52,168,47,138,30,495
1220,413,60,59,85,79,105,36,424
1221,414,70,94,50,94,50,66,424
1222,415,30,30,42,30,42,70,244
1223,416,70,80,102,80,102,40,474
1224,423,111,83,68,92,82,39,475
1225,425,90,50,34,60,44,70,348
1226,426,150,80,44,90,54,80,498
1227,430,100,125,52,105,52,71,505
1228,434,63,63,47,41,41,74,329
1229,435,103,93,67,71,61,84,479
1230,436,57,24,86,24,86,23,300
1231,437,67,89,116,79,116,33,500
1232,439,20,25,45,70,90,60,310
1233,441,76,65,45,92,42,91,411
1234,442,50,92,108,92,108,35,485
1235,443,58,70,45,40,45,42,300
1236,444,68,90,65,50,55,82,410
1237,445,108,130,95,80,85,102,600
1238,448,70,110,70,115,70,90,525
1239,451,40,50,90,30,55,65,330
1240,452,70,90,110,60,75,95,500
1241,453,48,61,40,61,40,50,300
1242,454,83,106,65,86,65,85,490
1243,458,45,20,50,60,120,50,345
1244,459,60,62,50,62,60,40,334
1245,460,90,92,75,92,85,60,494
1246,461,70,120,65,45,85,125,510
1247,462,70,70,115,130,90,60,535
1248,464,115,140,130,55,55,40,535
1249,468,85,50,95,120,115,80,545
1250,469,86,76,86,116,56,95,515
1251,472,75,95,125,45,75,95,510
1252,473,110,130,80,70,60,80,530
1253,475,68,125,65,65,115,80,518
1254,476,60,55,145,75,150,40,525
1255,478,70,80,70,80,70,110,480
1256,479,50,50,77,95,77,91,440
1257,483,100,120,120,150,100,90,680
1258,484,90,120,100,150,120,100,680
1259,485,91,90,106,130,106,77,600
1260,487,150,100,120,100,120,90,680
1261,494,100,100,100,100,100,100,600
1262,499,90,93,55,70,55,55,418
1263,500,110,123,65,100,65,65,528
1264,519,50,55,50,36,30,43,264
1265,520,62,77,62,50,42,65,358
1266,521,80,115,80,65,55,93,488
1267,527,65,45,43,55,43,72,323
1268,528,67,57,55,77,55,114,425
1269,530,110,135,60,50,65,88,508
1270,536,75,65,55,65,55,69,384
1271,537,105,95,75,85,75,74,509
1272,540,45,53,70,40,60,42,310
1273,541,55,63,90,50,80,42,380
1274,542,75,103,80,70,80,92,500
1275,543,30,45,59,30,39,57,260
1276,544,40,55,99,40,79,47,360
1277,545,60,100,89,55,69,112,485
1278,546,40,27,60,37,50,66,280
1279,547,60,67,85,77,75,116,480
1280,551,50,72,35,35,35,65,292
1281,552,60,82,45,45,45,74,351
1282,553,95,117,80,65,70,92,519
1283,557,50,65,85,35,35,55,325
1284,558,70,105,125,65,75,45,485
1285,559,50,75,70,35,70,48,348
1286,560,65,90,115,45,115,58,488
1287,561,72,58,80,103,80,97,490
1288,564,54,78,103,53,45,22,355
1289,565,74,108,133,83,65,32,495
1290,566,55,112,45,74,45,70,401
1291,567,75,140,65,112,65,110,567
1292,580,62,44,50,44,50,55,305
1293,581,75,87,63,87,63,98,473
1294,585,60,60,50,40,50,75,335
1295,586,80,100,70,60,70,95,475
1296,587,55,75,60,75,60,103,428
1297,589,70,135,105,60,105,20,495
1298,590,69,55,45,55,55,15,294
1299,591,114,85,70,85,80,30,464
1300,592,55,40,50,65,85,40,335
1301,593,100,60,70,85,105,60,480
1302,595,50,47,50,57,50,65,319
1303,596,70,77,60,97,60,108,472
1304,597,44,50,91,24,86,10,305
1305,598,74,94,131,54,116,20,489
1306,607,50,30,55,65,55,20,275
1307,608,60,40,60,95,60,55,370
1308,609,60,55,90,145,90,80,520
1309,618,109,66,84,81,99,32,471
1310,622,59,74,50,35,50,35,303
1311,623,89,124,80,55,80,55,483
1312,624,45,85,70,40,40,60,340
1313,625,65,125,100,60,70,70,490
1314,627,70,83,50,37,50,60,350
1315,628,100,123,75,57,75,80,510
1316,629,70,55,75,45,65,60,370
1317,630,110,65,105,55,95,80,510
1318,632,58,109,112,48,48,109,484
1319,633,52,65,50,45,50,38,300
1320,634,72,85,70,65,70,58,420
1321,635,92,105,90,125,90,98,600
1322,636,55,85,55,50,55,60,360
1323,637,85,60,65,135,105,100,550
1324,638,91,90,129,90,72,108,580
1325,639,91,129,90,72,90,108,580
1326,640,91,90,72,90,129,108,580
1327,642,79,115,70,125,80,111,580
1328,643,100,120,100,150,120,90,680
1329,644,100,150,120,120,100,90,680
1330,645,89,125,90,115,80,101,600
1331,646,125,130,90,130,90,95,660
1332,647,91,72,90,129,90,108,580
1333,648,100,77,77,128,128,90,600
1334,649,71,120,95,120,95,99,600
1335,652,88,107,122,74,75,64,530
1336,655,75,69,72,114,100,104,534
1337,658,72,95,67,103,71,122,530
1338,660,85,56,77,50,77,78,423
1339,661,45,50,43,40,38,62,278
1340,662,62,73,55,56,52,84,382
1341,663,78,81,71,74,69,126,499
1342,666,80,52,50,90,50,89,411
1343,667,62,50,58,73,54,72,369
1344,668,86,68,72,109,66,106,507
1345,675,95,124,78,69,71,58,495
1346,679,45,80,100,35,37,28,325
1347,680,59,110,150,45,49,35,448
1348,681,60,50,140,50,140,60,500
1349,686,53,54,53,37,46,45,288
1350,687,86,92,88,68,75,73,482
1351,688,42,52,67,39,56,50,306
1352,689,72,105,115,54,86,68,500
1353,690,50,60,60,60,60,30,320
1354,691,65,75,90,97,123,44,494
1355,694,44,38,33,61,43,70,289
1356,695,62,55,52,109,94,109,481
1357,696,58,89,77,45,45,48,362
1358,697,82,121,119,69,59,71,521
1359,698,77,59,50,67,63,46,362
1360,699,123,77,72,99,92,58,521
1361,701,78,92,75,74,63,118,500
1362,702,67,58,57,81,67,101,431
1363,703,50,50,150,50,150,50,500
1364,707,57,80,91,80,87,75,470
1365,708,43,70,48,50,60,38,309
1366,709,85,110,76,65,82,56,474
1367,710,49,66,70,44,55,51,335
1368,711,65,90,122,58,75,84,494
1369,714,40,30,35,45,40,55,245
1370,715,85,70,80,97,80,123,535
1371,717,126,131,95,131,98,99,680
1372,718,108,100,121,81,95,95,600
1373,719,50,100,150,100,150,50,600
1374,720,80,110,60,150,130,70,600
1375,721,80,110,120,130,90,70,600
1376,722,68,55,55,50,50,42,320
1377,723,78,75,75,70,70,52,420
1378,724,78,107,75,100,100,70,530
1379,727,95,115,90,80,90,60,530
1380,730,80,74,74,126,116,60,530
1381,731,35,75,30,30,30,65,265
1382,732,55,85,50,40,50,75,355
1383,733,80,120,75,75,75,60,485
1384,737,57,82,95,55,75,36,400
1385,738,77,70,90,145,75,43,500
1386,740,97,132,77,62,67,43,478
1387,741,75,70,70,98,70,93,476
1388,742,40,45,40,55,40,84,304
1389,743,60,55,60,95,70,124,464
1390,747,50,53,62,43,52,45,305
1391,748,50,63,152,53,142,35,495
1392,751,38,40,52,40,72,27,269
1393,752,68,70,92,50,132,42,454
1394,755,40,35,55,65,75,15,285
1395,756,60,45,80,90,100,30,405
1396,757,48,44,40,71,40,77,320
1397,758,68,64,60,111,60,117,480
1398,759,70,75,50,45,50,50,340
1399,760,120,125,80,55,60,60,500
1400,765,90,60,80,90,110,60,490
1401,767,25,35,40,20,30,80,230
1402,768,75,125,140,60,90,40,530
1403,769,55,55,80,70,45,15,320
1404,770,85,75,110,100,75,35,480
1405,774,60,60,100,60,100,60,440
1406,776,60,78,135,91,85,36,485
1407,777,65,98,63,40,73,96,435
1408,778,55,90,80,50,105,96,476
1409,779,68,105,70,70,70,92,475
1410,780,78,60,85,135,91,36,485
1411,781,70,131,100,86,90,40,517
1412,783,55,75,90,65,70,65,420
1413,784,75,110,125,100,105,85,600
1414,785,70,115,85,95,75,130,570
1415,786,70,85,75,130,115,95,570
1416,787,70,130,115,85,95,75,570
1417,788,70,75,115,95,130,85,570
1418,791,137,137,107,113,89,97,680
1419,792,137,113,89,137,107,97,680
1420,793,109,53,47,127,131,103,570
1421,794,107,139,139,53,53,79,570
1422,795,71,137,37,137,37,151,570
1423,797,97,101,103,107,101,61,570
1424,798,59,181,131,59,31,109,570
1425,799,223,101,53,97,53,43,570
1426,801,80,95,115,130,115,65,600
1427,802,90,125,80,90,90,125,600
1428,804,73,73,73,127,73,121,540
1429,805,61,131,211,53,101,13,570
1430,806,53,127,53,151,79,107,570
1431,823,98,87,105,53,85,67,495
1432,825,50,35,80,50,90,30,335
1433,826,60,45,110,80,120,90,505
1434,834,90,115,90,48,68,74,485
1435,838,80,60,90,60,70,50,410
1436,839,110,80,120,80,90,30,510
1437,840,40,40,80,40,40,20,260
1438,841,70,110,80,95,60,70,485
1439,842,110,85,80,100,80,30,485
1440,845,70,85,55,85,95,85,475
1441,848,40,38,35,54,35,40,242
1442,849,75,98,70,114,70,75,502
1443,850,50,65,45,50,50,45,305
1444,851,100,115,65,90,90,65,525
1445,858,57,90,95,136,103,29,510
1446,859,45,45,30,55,40,50,265
1447,860,65,60,45,75,55,70,370
1448,861,95,120,65,95,75,60,510
1449,862,93,90,101,60,81,95,520
1450,866,80,85,75,110,100,70,520
1451,867,58,95,145,50,105,30,483
1452,872,30,25,35,45,30,20,185
1453,873,70,65,60,125,90,65,475
1454,876,60,65,55,105,95,95,475
1455,877,58,95,58,70,58,97,436
1456,880,90,100,90,80,70,75,505
1457,881,90,100,90,90,80,55,505
1458,882,90,90,100,70,80,75,505
1459,883,90,90,100,80,90,55,505
1460,884,70,95,115,120,50,85,535
1461,885,28,60,30,40,30,82,270
1462,886,68,80,50,60,50,102,410
1463,887,88,120,75,100,75,142,600
1464,890,140,85,95,145,95,130,690
1465,892,100,130,100,63,60,97,550
1466,893,105,120,105,70,95,105,600
1467,898,100,80,80,80,80,80,500
1468,899,103,105,72,105,75,65,525
1469,900,70,135,95,45,70,85,500
1470,901,130,140,105,45,80,50,550
1471,902,120,112,65,80,75,78,530
1472,903,80,130,60,40,80,120,510
1473,904,85,115,95,65,65,85,510
1474,905,74,115,70,135,80,106,580
1475,908,76,110,70,81,70,123,530
1476,911,104,75,100,110,75,66,530
1477,914,85,120,80,85,75,85,530
1478,920,71,102,78,52,55,92,450
1479,922,60,75,40,50,40,85,350
1480,923,70,115,70,70,60,105,490
1481,928,41,35,45,58,51,30,260
1482,929,52,53,60,78,78,33,354
1483,930,78,69,90,125,109,39,510
1484,931,82,96,51,45,51,92,417
1485,936,85,60,100,125,80,75,525
1486,937,75,125,80,60,100,85,525
1487,940,40,40,35,55,40,70,280
1488,941,70,70,60,105,60,125,490
1489,944,40,65,35,40,35,75,290
1490,945,63,95,65,80,72,110,485
1491,946,40,65,30,45,35,60,275
1492,947,55,115,70,80,70,90,480
1493,948,40,40,35,50,100,70,335
1494,949,80,70,65,80,120,100,515
1495,952,65,108,65,108,65,75,486
1496,954,75,50,85,115,100,45,470
1497,957,50,45,45,35,64,58,297
1498,958,65,55,55,45,82,78,380
1499,959,85,75,77,70,105,94,506
1500,962,70,103,85,60,85,82,485
1501,965,45,70,63,30,45,47,300
1502,966,80,119,90,54,67,90,500
1503,967,70,95,65,85,65,121,501
1504,969,48,35,42,105,60,60,350
1505,970,83,55,90,130,81,86,525
1506,973,82,115,74,75,64,90,500
1507,976,90,102,73,78,65,70,478
1508,978,68,50,60,120,95,82,475
1509,979,110,115,80,50,90,90,535
1510,980,130,75,60,45,100,20,430
1511,981,120,90,70,110,70,60,520
1512,983,100,135,120,60,85,50,550
1513,984,115,131,131,53,53,87,570
1514,985,115,65,99,65,115,111,570
1515,986,111,127,99,79,99,55,570
1516,987,55,55,55,135,135,135,570
1517,988,85,135,79,85,105,81,570
1518,989,85,81,97,121,85,101,570
1519,990,90,112,120,72,70,106,570
1520,991,56,80,114,124,60,136,570
1521,992,154,140,108,50,68,50,570
1522,993,94,80,86,122,80,108,570
1523,994,80,70,60,140,110,110,570
1524,995,100,134,110,70,84,72,570
1525,996,65,75,45,35,45,55,320
1526,997,90,95,66,45,65,62,423
1527,998,115,145,92,75,86,87,600
1528,1000,87,60,95,133,91,84,550
1529,1001,85,85,100,95,135,70,570
1530,1002,80,120,80,90,65,135,570
1531,1003,155,110,125,55,80,45,570
1532,1004,55,80,80,135,120,100,570
1533,1005,105,139,71,55,101,119,590
1534,1006,74,130,90,120,60,116,590
1535,1007,100,135,115,85,100,135,670
1536,1008,100,85,100,135,115,135,670
1537,1009,99,83,91,125,83,109,590
1538,1010,90,130,88,70,108,104,590
1539,1011,80,80,110,95,80,40,485
1540,1012,40,45,45,74,54,50,308
1541,1013,71,60,106,121,80,70,508
1542,1014,88,128,115,58,86,80,555
1543,1015,88,75,66,130,90,106,555
1544,1016,88,91,82,70,125,99,555
1545,1018,90,105,130,125,65,85,600
1546,1019,106,80,110,120,80,44,540
1547,1020,105,115,121,65,93,91,590
1548,1021,125,73,91,137,89,75,590
1549,1022,90,120,80,68,108,124,590
1550,1023,90,72,100,122,108,98,590
1551,1025,88,88,160,88,88,88,600
